證券代碼,年月日,收盤價(元),成交量(千股),成交值(千元),週轉率％,流通在外股數(千股),市值(百萬元),TSE 產業別,上市別
2881 富邦金,2026/9/15,151,"15,894","2,403,353",0.1135,"14,007,365","2,115,112",17,TSE
2882 國泰金,2026/9/15,110,"16,604","1,837,600",0.1132,"14,669,210","1,613,613",17,TSE
2886 兆豐金,2026/9/15,51.8,"20,370","1,052,602",0.1373,"14,833,378","768,369",17,TSE
2891 中信金,2026/9/15,69.7,"59,318","4,105,999",0.3015,"19,675,933","1,371,413",17,TSE
2892 第一金,2026/9/15,39.55,"30,707","1,220,030",0.2135,"14,379,469","568,708",17,TSE
2002 中鋼,2026/9/15,18.65,"30,609","572,343",0.1945,"15,734,861","293,455",10,TSE
2884 玉山金,2026/9/15,45.65,"35,427","1,620,472",0.1999,"17,723,510","809,078",17,TSE
5880 合庫金,2026/9/15,27,"23,217","629,012",0.1444,"16,072,960","433,970",17,TSE
1216 統一,2026/9/15,74.5,"10,616","788,330",0.1868,"5,682,015","423,310",02,TSE
4904 遠傳,2026/9/15,106.5,"4,578","487,439",0.1269,"3,607,705","384,221",27,TSE
2881 富邦金,2026/9/14,154,"19,008","2,882,893",0.1357,"14,007,365","2,157,134",17,TSE
2882 國泰金,2026/9/14,112.5,"18,700","2,088,129",0.1275,"14,669,210","1,650,286",17,TSE
2886 兆豐金,2026/9/14,52.5,"22,519","1,174,156",0.1518,"14,833,378","778,752",17,TSE
2891 中信金,2026/9/14,68.1,"28,023","1,890,437",0.1424,"19,675,933","1,339,931",17,TSE
2892 第一金,2026/9/14,39.85,"37,037","1,464,633",0.2576,"14,379,469","573,022",17,TSE
2002 中鋼,2026/9/14,18.8,"24,252","456,443",0.1541,"15,734,861","295,815",10,TSE
2884 玉山金,2026/9/14,46.35,"42,521","1,951,650",0.2399,"17,723,510","821,485",17,TSE
5880 合庫金,2026/9/14,27.45,"22,723","618,737",0.1414,"16,072,960","441,203",17,TSE
1216 統一,2026/9/14,74.6,"9,395","702,812",0.1653,"5,682,015","423,878",02,TSE
4904 遠傳,2026/9/14,106,"2,183","230,365",0.0605,"3,607,705","382,417",27,TSE
2881 富邦金,2026/9/11,148.5,"10,662","1,561,378",0.0761,"14,007,365","2,080,094",17,TSE
2882 國泰金,2026/9/11,110.5,"15,394","1,687,360",0.1049,"14,669,210","1,620,948",17,TSE
